[2025-05-13 18:47:34] Identifier: BATCH_MODE | Status: INFO | Message: Starting batch processing from file: .\test-dois.txt
[2025-05-13 18:51:09] Identifier: 10.1007/s11219-015-9277-3 | Status: INFO | Message: Starting processing for item 17/28
[2025-05-13 18:51:09] Identifier: 10.1007/s11219-015-9277-3 | Status: INFO | Message: Starting process for: 10.1007/s11219-015-9277-3
[2025-05-13 18:51:10] Identifier: 10.1007/s11219-015-9277-3 | Status: INFO | Message: No direct PDF URL found via OpenAlex.
[2025-05-13 18:51:10] Identifier: 10.1007/s11219-015-9277-3 | Status: INFO | Message: Attempting Sci-Hub fallback for DOI: 10.1007/s11219-015-9277-3 using selenium method.
[2025-05-13 18:51:10] Identifier: 10.1007/s11219-015-9277-3 | Status: INFO | Message: [Selenium] Attempting to retrieve PDF link from Sci-Hub page: https://sci-hub.mksa.top/10.1007/s11219-015-9277-3
[2025-05-13 18:51:25] Identifier: 10.1007/s11219-015-9277-3 | Status: DEBUG | Message: [Selenium] 'Not found' message not detected via specific text check within 6s. Proceeding to PDF check.
[2025-05-13 18:51:25] Identifier: 10.1007/s11219-015-9277-3 | Status: INFO | Message: [Selenium] Looking for iframe with id='pdf' or embed with id='pdf'...
[2025-05-13 18:51:25] Identifier: 10.1007/s11219-015-9277-3 | Status: INFO | Message: [Selenium] Found PDF element (iframe/embed#pdf) with src: https://sci.bban.top/pdf/10.1007/s11219-015-9277-3.pdf
[2025-05-13 18:51:25] Identifier: 10.1007/s11219-015-9277-3 | Status: SUCCESS | Message: [Selenium] Successfully retrieved PDF link: https://sci.bban.top/pdf/10.1007/s11219-015-9277-3.pdf
[2025-05-13 18:51:25] Identifier: 10.1007/s11219-015-9277-3 | Status: INFO | Message: [Selenium] Extracted 9 cookie(s) from the session.
[2025-05-13 18:51:25] Identifier: 10.1007/s11219-015-9277-3 | Status: INFO | Message: [Selenium] Quitting WebDriver.
[2025-05-13 18:51:27] Identifier: 10.1007/s11219-015-9277-3 | Status: INFO | Message: Found Sci-Hub PDF URL: https://sci.bban.top/pdf/10.1007/s11219-015-9277-3.pdf
[2025-05-13 18:51:27] Identifier: 10.1007/s11219-015-9277-3 | Status: SUCCESS | Message: Successfully downloaded PDF from Sci-Hub.
[2025-05-13 18:51:27] Identifier: 10.1007/s11219-015-9277-3 | Status: SUCCESS | Message: PDF successfully saved to: .\downloads\Software_SMEs’_unofficial_readiness_for_CMMI®-based_software_process_improvement.pdf
[2025-05-13 18:51:29] Identifier: 10.1504/IJESMS.2014.058423 | Status: INFO | Message: Starting processing for item 18/28
[2025-05-13 18:51:29] Identifier: 10.1504/IJESMS.2014.058423 | Status: INFO | Message: Starting process for: 10.1504/IJESMS.2014.058423
[2025-05-13 18:51:29] Identifier: 10.1504/IJESMS.2014.058423 | Status: INFO | Message: No direct PDF URL found via OpenAlex.
[2025-05-13 18:51:29] Identifier: 10.1504/IJESMS.2014.058423 | Status: INFO | Message: Attempting Sci-Hub fallback for DOI: 10.1504/ijesms.2014.058423 using selenium method.
[2025-05-13 18:51:29] Identifier: 10.1504/IJESMS.2014.058423 | Status: INFO | Message: [Selenium] Attempting to retrieve PDF link from Sci-Hub page: https://sci-hub.mksa.top/10.1504/ijesms.2014.058423
[2025-05-13 18:51:45] Identifier: 10.1504/IJESMS.2014.058423 | Status: DEBUG | Message: [Selenium] 'Not found' message not detected via specific text check within 6s. Proceeding to PDF check.
[2025-05-13 18:51:45] Identifier: 10.1504/IJESMS.2014.058423 | Status: INFO | Message: [Selenium] Looking for iframe with id='pdf' or embed with id='pdf'...
[2025-05-13 18:51:45] Identifier: 10.1504/IJESMS.2014.058423 | Status: INFO | Message: [Selenium] Found PDF element (iframe/embed#pdf) with src: https://sci.bban.top/pdf/10.1504/ijesms.2014.058423.pdf
[2025-05-13 18:51:45] Identifier: 10.1504/IJESMS.2014.058423 | Status: SUCCESS | Message: [Selenium] Successfully retrieved PDF link: https://sci.bban.top/pdf/10.1504/ijesms.2014.058423.pdf
[2025-05-13 18:51:45] Identifier: 10.1504/IJESMS.2014.058423 | Status: INFO | Message: [Selenium] Extracted 9 cookie(s) from the session.
[2025-05-13 18:51:45] Identifier: 10.1504/IJESMS.2014.058423 | Status: INFO | Message: [Selenium] Quitting WebDriver.
[2025-05-13 18:51:47] Identifier: 10.1504/IJESMS.2014.058423 | Status: INFO | Message: Found Sci-Hub PDF URL: https://sci.bban.top/pdf/10.1504/ijesms.2014.058423.pdf
[2025-05-13 18:51:47] Identifier: 10.1504/IJESMS.2014.058423 | Status: SUCCESS | Message: Successfully downloaded PDF from Sci-Hub.
[2025-05-13 18:51:47] Identifier: 10.1504/IJESMS.2014.058423 | Status: SUCCESS | Message: PDF successfully saved to: .\downloads\Essential_contents_for_software_development_process_and_software_quality_education.pdf
[2025-05-13 18:51:49] Identifier: 10.1109/ICSE-Companion52605.2021.00126 | Status: INFO | Message: Starting processing for item 19/28
[2025-05-13 18:51:49] Identifier: 10.1109/ICSE-Companion52605.2021.00126 | Status: INFO | Message: Starting process for: 10.1109/ICSE-Companion52605.2021.00126
[2025-05-13 18:51:50] Identifier: 10.1109/ICSE-Companion52605.2021.00126 | Status: INFO | Message: Attempting direct download from OpenAlex URL: https://arxiv.org/pdf/2104.08310
[2025-05-13 18:51:50] Identifier: 10.1109/ICSE-Companion52605.2021.00126 | Status: SUCCESS | Message: Successfully downloaded PDF from OpenAlex source.
[2025-05-13 18:51:50] Identifier: 10.1109/ICSE-Companion52605.2021.00126 | Status: SUCCESS | Message: PDF successfully saved to: .\downloads\Learning_to_Boost_the_Efficiency_of_Modern_Code_Review.pdf
[2025-05-13 18:51:52] Identifier: 10.1109/MCSE.2015.136 | Status: INFO | Message: Starting processing for item 20/28
[2025-05-13 18:51:52] Identifier: 10.1109/MCSE.2015.136 | Status: INFO | Message: Starting process for: 10.1109/MCSE.2015.136
[2025-05-13 18:51:53] Identifier: 10.1109/MCSE.2015.136 | Status: INFO | Message: No direct PDF URL found via OpenAlex.
[2025-05-13 18:51:53] Identifier: 10.1109/MCSE.2015.136 | Status: INFO | Message: Attempting Sci-Hub fallback for DOI: 10.1109/mcse.2015.136 using selenium method.
[2025-05-13 18:51:53] Identifier: 10.1109/MCSE.2015.136 | Status: INFO | Message: [Selenium] Attempting to retrieve PDF link from Sci-Hub page: https://sci-hub.mksa.top/10.1109/mcse.2015.136
[2025-05-13 18:52:09] Identifier: 10.1109/MCSE.2015.136 | Status: DEBUG | Message: [Selenium] 'Not found' message not detected via specific text check within 6s. Proceeding to PDF check.
[2025-05-13 18:52:09] Identifier: 10.1109/MCSE.2015.136 | Status: INFO | Message: [Selenium] Looking for iframe with id='pdf' or embed with id='pdf'...
[2025-05-13 18:52:09] Identifier: 10.1109/MCSE.2015.136 | Status: INFO | Message: [Selenium] Found PDF element (iframe/embed#pdf) with src: https://sci.bban.top/pdf/10.1109/MCSE.2015.136.pdf
[2025-05-13 18:52:09] Identifier: 10.1109/MCSE.2015.136 | Status: SUCCESS | Message: [Selenium] Successfully retrieved PDF link: https://sci.bban.top/pdf/10.1109/MCSE.2015.136.pdf
[2025-05-13 18:52:09] Identifier: 10.1109/MCSE.2015.136 | Status: INFO | Message: [Selenium] Extracted 9 cookie(s) from the session.
[2025-05-13 18:52:09] Identifier: 10.1109/MCSE.2015.136 | Status: INFO | Message: [Selenium] Quitting WebDriver.
[2025-05-13 18:52:10] Identifier: 10.1109/MCSE.2015.136 | Status: INFO | Message: Found Sci-Hub PDF URL: https://sci.bban.top/pdf/10.1109/MCSE.2015.136.pdf
[2025-05-13 18:52:11] Identifier: 10.1109/MCSE.2015.136 | Status: SUCCESS | Message: Successfully downloaded PDF from Sci-Hub.
[2025-05-13 18:52:11] Identifier: 10.1109/MCSE.2015.136 | Status: SUCCESS | Message: PDF successfully saved to: .\downloads\HPCMP_CREATE-AV_Quality_Assurance_Lessons_Learned_by_Validating_and_Supporting_Computation-Based_Engineering_Software.pdf
[2025-05-13 18:52:13] Identifier: 10.1109/TSE.2021.3087792 | Status: INFO | Message: Starting processing for item 21/28
[2025-05-13 18:52:13] Identifier: 10.1109/TSE.2021.3087792 | Status: INFO | Message: Starting process for: 10.1109/TSE.2021.3087792
[2025-05-13 18:52:13] Identifier: 10.1109/TSE.2021.3087792 | Status: INFO | Message: Attempting direct download from OpenAlex URL: http://arxiv.org/pdf/2105.13961
[2025-05-13 18:52:15] Identifier: 10.1109/TSE.2021.3087792 | Status: SUCCESS | Message: Successfully downloaded PDF from OpenAlex source.
[2025-05-13 18:52:15] Identifier: 10.1109/TSE.2021.3087792 | Status: SUCCESS | Message: PDF successfully saved to: .\downloads\A_Study_About_the_Knowledge_and_Use_of_Requirements_Engineering_Standards_in_Industry.pdf
[2025-05-13 18:52:17] Identifier: 10.1145/3185089.3185117 | Status: INFO | Message: Starting processing for item 22/28
[2025-05-13 18:52:17] Identifier: 10.1145/3185089.3185117 | Status: INFO | Message: Starting process for: 10.1145/3185089.3185117
[2025-05-13 18:52:17] Identifier: 10.1145/3185089.3185117 | Status: INFO | Message: No direct PDF URL found via OpenAlex.
[2025-05-13 18:52:17] Identifier: 10.1145/3185089.3185117 | Status: INFO | Message: Attempting Sci-Hub fallback for DOI: 10.1145/3185089.3185117 using selenium method.
[2025-05-13 18:52:17] Identifier: 10.1145/3185089.3185117 | Status: INFO | Message: [Selenium] Attempting to retrieve PDF link from Sci-Hub page: https://sci-hub.mksa.top/10.1145/3185089.3185117
[2025-05-13 18:52:33] Identifier: 10.1145/3185089.3185117 | Status: DEBUG | Message: [Selenium] 'Not found' message not detected via specific text check within 6s. Proceeding to PDF check.
[2025-05-13 18:52:33] Identifier: 10.1145/3185089.3185117 | Status: INFO | Message: [Selenium] Looking for iframe with id='pdf' or embed with id='pdf'...
[2025-05-13 18:52:33] Identifier: 10.1145/3185089.3185117 | Status: INFO | Message: [Selenium] Found PDF element (iframe/embed#pdf) with src: https://sci.bban.top/pdf/10.1145/3185089.3185117.pdf
[2025-05-13 18:52:33] Identifier: 10.1145/3185089.3185117 | Status: SUCCESS | Message: [Selenium] Successfully retrieved PDF link: https://sci.bban.top/pdf/10.1145/3185089.3185117.pdf
[2025-05-13 18:52:33] Identifier: 10.1145/3185089.3185117 | Status: INFO | Message: [Selenium] Extracted 9 cookie(s) from the session.
[2025-05-13 18:52:33] Identifier: 10.1145/3185089.3185117 | Status: INFO | Message: [Selenium] Quitting WebDriver.
[2025-05-13 18:52:34] Identifier: 10.1145/3185089.3185117 | Status: INFO | Message: Found Sci-Hub PDF URL: https://sci.bban.top/pdf/10.1145/3185089.3185117.pdf
[2025-05-13 18:52:34] Identifier: 10.1145/3185089.3185117 | Status: SUCCESS | Message: Successfully downloaded PDF from Sci-Hub.
[2025-05-13 18:52:34] Identifier: 10.1145/3185089.3185117 | Status: SUCCESS | Message: PDF successfully saved to: .\downloads\The_Role_of_Human_in_Software_Configuration_Management.pdf
[2025-05-13 18:52:36] Identifier: 10.1007/978-981-97-5081-8_21 | Status: INFO | Message: Starting processing for item 23/28
[2025-05-13 18:52:36] Identifier: 10.1007/978-981-97-5081-8_21 | Status: INFO | Message: Starting process for: 10.1007/978-981-97-5081-8_21
[2025-05-13 18:52:37] Identifier: 10.1007/978-981-97-5081-8_21 | Status: INFO | Message: No direct PDF URL found via OpenAlex.
[2025-05-13 18:52:37] Identifier: 10.1007/978-981-97-5081-8_21 | Status: INFO | Message: Attempting Sci-Hub fallback for DOI: 10.1007/978-981-97-5081-8_21 using selenium method.
[2025-05-13 18:52:37] Identifier: 10.1007/978-981-97-5081-8_21 | Status: INFO | Message: [Selenium] Attempting to retrieve PDF link from Sci-Hub page: https://sci-hub.mksa.top/10.1007/978-981-97-5081-8_21
[2025-05-13 18:52:45] Identifier: 10.1007/978-981-97-5081-8_21 | Status: WARNING | Message: [Selenium] Sci-Hub page indicates document not found for DOI: 10.1007/978-981-97-5081-8_21 (via specific text check)
[2025-05-13 18:52:45] Identifier: 10.1007/978-981-97-5081-8_21 | Status: INFO | Message: [Selenium] Quitting WebDriver.
[2025-05-13 18:52:46] Identifier: 10.1007/978-981-97-5081-8_21 | Status: ERROR | Message: Sci-Hub download failed: Sci-Hub does not have the document for DOI: 10.1007/978-981-97-5081-8_21
[2025-05-13 18:52:46] Identifier: 10.1007/978-981-97-5081-8_21 | Status: FAILURE | Message: Ultimately failed to download PDF for identifier: 10.1007/978-981-97-5081-8_21.
[2025-05-13 18:52:48] Identifier: 10.2514/1.I010600 | Status: INFO | Message: Starting processing for item 24/28
[2025-05-13 18:52:48] Identifier: 10.2514/1.I010600 | Status: INFO | Message: Starting process for: 10.2514/1.I010600
[2025-05-13 18:52:49] Identifier: 10.2514/1.I010600 | Status: INFO | Message: Attempting direct download from OpenAlex URL: https://arxiv.org/pdf/1802.07346
[2025-05-13 18:52:51] Identifier: 10.2514/1.I010600 | Status: SUCCESS | Message: Successfully downloaded PDF from OpenAlex source.
[2025-05-13 18:52:51] Identifier: 10.2514/1.I010600 | Status: SUCCESS | Message: PDF successfully saved to: .\downloads\Cooperative_Robot_Localization_Using_Event-Triggered_Estimation.pdf
[2025-05-13 18:52:53] Identifier: 10.1109/SEAA56994.2022.00031 | Status: INFO | Message: Starting processing for item 25/28
[2025-05-13 18:52:53] Identifier: 10.1109/SEAA56994.2022.00031 | Status: INFO | Message: Starting process for: 10.1109/SEAA56994.2022.00031
[2025-05-13 18:52:53] Identifier: 10.1109/SEAA56994.2022.00031 | Status: INFO | Message: Attempting direct download from OpenAlex URL: https://salford-repository.worktribe.com/preview/3285806/1-s2.0-S0961953423002180-main.pdf
[2025-05-13 18:52:59] Identifier: 10.1109/SEAA56994.2022.00031 | Status: SUCCESS | Message: Successfully downloaded PDF from OpenAlex source.
[2025-05-13 18:52:59] Identifier: 10.1109/SEAA56994.2022.00031 | Status: SUCCESS | Message: PDF successfully saved to: .\downloads\Towards_Secure_Agile_Software_Development_Process_A_Practice-Based_Model.pdf
[2025-05-13 18:53:01] Identifier: 10.1007/s10209-023-00980-5 | Status: INFO | Message: Starting processing for item 26/28
[2025-05-13 18:53:01] Identifier: 10.1007/s10209-023-00980-5 | Status: INFO | Message: Starting process for: 10.1007/s10209-023-00980-5
[2025-05-13 18:53:02] Identifier: 10.1007/s10209-023-00980-5 | Status: INFO | Message: Attempting direct download from OpenAlex URL: https://link.springer.com/content/pdf/10.1007/s10209-023-00980-5.pdf
[2025-05-13 18:53:03] Identifier: 10.1007/s10209-023-00980-5 | Status: WARNING | Message: Direct download from OpenAlex URL failed: URL https://link.springer.com/content/pdf/10.1007/s10209-023-00980-5.pdf did not return a PDF. Content-type: text/html; charset=utf-8. Try opening the URL in a browser.. Will try Sci-Hub if DOI is available.
[2025-05-13 18:53:03] Identifier: 10.1007/s10209-023-00980-5 | Status: INFO | Message: Attempting Sci-Hub fallback for DOI: 10.1007/s10209-023-00980-5 using selenium method.
[2025-05-13 18:53:03] Identifier: 10.1007/s10209-023-00980-5 | Status: INFO | Message: [Selenium] Attempting to retrieve PDF link from Sci-Hub page: https://sci-hub.mksa.top/10.1007/s10209-023-00980-5
[2025-05-13 18:53:11] Identifier: 10.1007/s10209-023-00980-5 | Status: WARNING | Message: [Selenium] Sci-Hub page indicates document not found for DOI: 10.1007/s10209-023-00980-5 (via specific text check)
[2025-05-13 18:53:11] Identifier: 10.1007/s10209-023-00980-5 | Status: INFO | Message: [Selenium] Quitting WebDriver.
[2025-05-13 18:53:12] Identifier: 10.1007/s10209-023-00980-5 | Status: ERROR | Message: Sci-Hub download failed: Sci-Hub does not have the document for DOI: 10.1007/s10209-023-00980-5
[2025-05-13 18:53:12] Identifier: 10.1007/s10209-023-00980-5 | Status: FAILURE | Message: Ultimately failed to download PDF for identifier: 10.1007/s10209-023-00980-5.
[2025-05-13 18:53:14] Identifier: 10.1145/3641554.3701841 | Status: INFO | Message: Starting processing for item 27/28
[2025-05-13 18:53:14] Identifier: 10.1145/3641554.3701841 | Status: INFO | Message: Starting process for: 10.1145/3641554.3701841
[2025-05-13 18:53:15] Identifier: 10.1145/3641554.3701841 | Status: INFO | Message: Attempting direct download from OpenAlex URL: https://doi.org/10.1145/3641554.3701841
[2025-05-13 18:53:16] Identifier: 10.1145/3641554.3701841 | Status: WARNING | Message: Direct download from OpenAlex URL failed: Failed to download PDF from https://doi.org/10.1145/3641554.3701841: 403 Client Error: Forbidden for url: https://dl.acm.org/doi/10.1145/3641554.3701841. Will try Sci-Hub if DOI is available.
[2025-05-13 18:53:16] Identifier: 10.1145/3641554.3701841 | Status: INFO | Message: Attempting Sci-Hub fallback for DOI: 10.1145/3641554.3701841 using selenium method.
[2025-05-13 18:53:16] Identifier: 10.1145/3641554.3701841 | Status: INFO | Message: [Selenium] Attempting to retrieve PDF link from Sci-Hub page: https://sci-hub.mksa.top/10.1145/3641554.3701841
[2025-05-13 18:53:24] Identifier: 10.1145/3641554.3701841 | Status: WARNING | Message: [Selenium] Sci-Hub page indicates document not found for DOI: 10.1145/3641554.3701841 (via specific text check)
[2025-05-13 18:53:24] Identifier: 10.1145/3641554.3701841 | Status: INFO | Message: [Selenium] Quitting WebDriver.
[2025-05-13 18:53:26] Identifier: 10.1145/3641554.3701841 | Status: ERROR | Message: Sci-Hub download failed: Sci-Hub does not have the document for DOI: 10.1145/3641554.3701841
[2025-05-13 18:53:26] Identifier: 10.1145/3641554.3701841 | Status: FAILURE | Message: Ultimately failed to download PDF for identifier: 10.1145/3641554.3701841.
[2025-05-13 18:53:28] Identifier: 10.1145/3368691.3368715 | Status: INFO | Message: Starting processing for item 28/28
[2025-05-13 18:53:28] Identifier: 10.1145/3368691.3368715 | Status: INFO | Message: Starting process for: 10.1145/3368691.3368715
[2025-05-13 18:53:28] Identifier: 10.1145/3368691.3368715 | Status: INFO | Message: No direct PDF URL found via OpenAlex.
[2025-05-13 18:53:28] Identifier: 10.1145/3368691.3368715 | Status: INFO | Message: Attempting Sci-Hub fallback for DOI: 10.1145/3368691.3368715 using selenium method.
[2025-05-13 18:53:28] Identifier: 10.1145/3368691.3368715 | Status: INFO | Message: [Selenium] Attempting to retrieve PDF link from Sci-Hub page: https://sci-hub.mksa.top/10.1145/3368691.3368715
[2025-05-13 18:53:45] Identifier: 10.1145/3368691.3368715 | Status: DEBUG | Message: [Selenium] 'Not found' message not detected via specific text check within 6s. Proceeding to PDF check.
[2025-05-13 18:53:45] Identifier: 10.1145/3368691.3368715 | Status: INFO | Message: [Selenium] Looking for iframe with id='pdf' or embed with id='pdf'...
[2025-05-13 18:53:45] Identifier: 10.1145/3368691.3368715 | Status: INFO | Message: [Selenium] Found PDF element (iframe/embed#pdf) with src: https://sci.bban.top/pdf/10.1145/3368691.3368715.pdf
[2025-05-13 18:53:45] Identifier: 10.1145/3368691.3368715 | Status: SUCCESS | Message: [Selenium] Successfully retrieved PDF link: https://sci.bban.top/pdf/10.1145/3368691.3368715.pdf
[2025-05-13 18:53:45] Identifier: 10.1145/3368691.3368715 | Status: INFO | Message: [Selenium] Extracted 9 cookie(s) from the session.
[2025-05-13 18:53:45] Identifier: 10.1145/3368691.3368715 | Status: INFO | Message: [Selenium] Quitting WebDriver.
[2025-05-13 18:53:46] Identifier: 10.1145/3368691.3368715 | Status: INFO | Message: Found Sci-Hub PDF URL: https://sci.bban.top/pdf/10.1145/3368691.3368715.pdf
[2025-05-13 18:53:47] Identifier: 10.1145/3368691.3368715 | Status: SUCCESS | Message: Successfully downloaded PDF from Sci-Hub.
[2025-05-13 18:53:47] Identifier: 10.1145/3368691.3368715 | Status: SUCCESS | Message: PDF successfully saved to: .\downloads\Towards_the_adoption_of_international_standards_in_enterprise_architecture_measurement.pdf
[2025-05-13 18:53:47] Identifier: BATCH_MODE | Status: INFO | Message: Batch processing complete.
